time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
1990-01-01 00:00:00+00:00,25.36,84.07,162.15,438.41,95.8,399.79,1.4,67.0,100710.0
1990-01-01 01:00:00+00:00,25.79,81.85,324.2,405.71,170.4,401.88,1.46,70.0,100780.0
1990-01-01 02:00:00+00:00,26.21,79.64,499.75,460.88,232.65,403.97,1.52,64.0,100840.0
1990-01-01 03:00:00+00:00,26.64,77.43,578.4,400.05,282.75,406.06,1.58,61.0,100810.0
1990-01-01 04:00:00+00:00,27.06,75.21,466.15,180.82,313.05,408.15,1.64,60.0,100760.0
1990-01-01 05:00:00+00:00,27.49,73.0,567.0,231.73,359.55,410.24,1.7,66.0,100670.0
1990-01-01 06:00:00+00:00,27.91,70.79,674.8,485.94,246.55,412.33,1.75,65.0,100570.0
1990-01-01 07:00:00+00:00,28.34,68.57,656.25,626.76,151.2,414.42,1.81,66.0,100460.0
1990-01-01 08:00:00+00:00,29.87,63.5,488.65,506.4,147.35,419.75,1.24,75.0,100380.0
1990-01-01 09:00:00+00:00,29.16,67.6,255.35,311.68,101.15,417.25,1.03,71.0,100350.0
1990-01-01 10:00:00+00:00,28.03,74.4,83.7,134.66,45.95,417.45,0.69,97.0,100390.0
1990-01-01 11:00:00+00:00,27.39,79.35,1.4,0.0,1.4,417.65,0.69,128.0,100490.0
1990-01-01 12:00:00+00:00,26.36,84.55,0.0,0.0,0.0,414.55,1.17,110.0,100580.0
1990-01-01 13:00:00+00:00,25.64,87.3,0.0,0.0,0.0,416.45,1.45,86.0,100680.0
1990-01-01 14:00:00+00:00,25.13,90.15,0.0,0.0,0.0,413.2,1.52,69.0,100740.0
1990-01-01 15:00:00+00:00,24.66,90.15,0.0,0.0,0.0,408.9,1.52,60.0,100760.0
1990-01-01 16:00:00+00:00,24.28,93.1,0.0,0.0,0.0,408.75,1.45,57.0,100760.0
1990-01-01 17:00:00+00:00,23.86,96.2,0.0,0.0,0.0,402.9,1.52,49.0,100750.0
1990-01-01 18:00:00+00:00,23.46,96.2,0.0,0.0,0.0,398.85,1.45,48.0,100700.0
1990-01-01 19:00:00+00:00,23.46,99.4,0.0,0.0,0.0,396.35,1.66,56.0,100630.0
1990-01-01 20:00:00+00:00,23.42,96.2,0.0,0.0,0.0,397.7,1.72,61.0,100570.0
1990-01-01 21:00:00+00:00,23.21,96.2,0.0,0.0,0.0,392.3,1.66,64.0,100560.0
1990-01-01 22:00:00+00:00,22.9,99.4,0.0,0.0,0.0,391.1,1.38,64.0,100560.0
1990-01-01 23:00:00+00:00,22.71,99.4,0.0,0.0,0.0,396.75,1.24,61.0,100620.0
1990-01-02 00:00:00+00:00,22.91,99.4,177.1,587.24,89.15,389.2,1.31,61.0,100670.0
1990-01-02 01:00:00+00:00,24.74,90.15,356.35,504.89,165.6,396.45,1.52,63.0,100760.0
1990-01-02 02:00:00+00:00,26.17,81.85,552.6,580.84,216.5,402.55,1.72,61.0,100800.0
1990-01-02 03:00:00+00:00,27.56,76.8,642.35,501.5,271.95,406.8,2.14,56.0,100800.0
1990-01-02 04:00:00+00:00,28.52,72.1,812.6,646.88,264.85,416.1,2.28,55.0,100740.0
1990-01-02 05:00:00+00:00,29.44,65.5,824.25,701.7,195.7,418.2,2.0,57.0,100670.0
1990-01-02 06:00:00+00:00,29.7,65.6,697.05,583.1,182.6,416.65,1.31,68.0,100540.0
1990-01-02 07:00:00+00:00,30.21,63.6,596.55,565.91,139.75,421.5,1.1,88.0,100460.0
1990-01-02 08:00:00+00:00,30.0,67.8,440.6,466.36,125.5,418.0,1.24,91.0,100380.0
1990-01-02 09:00:00+00:00,29.48,69.95,270.15,372.92,84.95,423.25,1.45,85.0,100350.0
1990-01-02 10:00:00+00:00,28.86,72.15,96.7,171.81,48.2,412.2,1.59,89.0,100340.0
1990-01-02 11:00:00+00:00,27.09,81.9,1.45,0.0,1.45,413.55,1.38,65.0,100440.0
1990-01-02 12:00:00+00:00,26.39,84.55,0.0,0.0,0.0,415.9,0.62,14.0,100590.0
1990-01-02 13:00:00+00:00,25.51,90.2,0.0,0.0,0.0,407.95,0.76,11.0,100700.0
1990-01-02 14:00:00+00:00,24.83,93.15,0.0,0.0,0.0,404.85,0.76,22.0,100780.0
1990-01-02 15:00:00+00:00,24.41,96.2,0.0,0.0,0.0,404.85,1.1,20.0,100820.0
1990-01-02 16:00:00+00:00,24.12,99.4,0.0,0.0,0.0,405.65,1.1,28.0,100810.0
1990-01-02 17:00:00+00:00,23.65,96.2,0.0,0.0,0.0,396.35,1.1,32.0,100800.0
1990-01-02 18:00:00+00:00,23.27,99.4,0.0,0.0,0.0,395.75,1.1,47.0,100740.0
1990-01-02 19:00:00+00:00,23.53,99.4,0.0,0.0,0.0,400.0,1.17,39.0,100640.0
1990-01-02 20:00:00+00:00,23.48,99.4,0.0,0.0,0.0,401.4,0.83,36.0,100580.0
1990-01-02 21:00:00+00:00,23.53,99.4,0.0,0.0,0.0,402.55,0.55,22.0,100590.0
1990-01-02 22:00:00+00:00,22.88,99.4,0.0,0.0,0.0,397.7,0.9,39.0,100610.0
1990-01-02 23:00:00+00:00,23.06,100.0,0.0,0.0,0.0,405.45,0.69,31.0,100690.0
1990-01-03 00:00:00+00:00,23.45,99.4,133.55,424.35,70.65,402.75,0.48,22.0,100720.0
1990-01-03 01:00:00+00:00,24.89,96.2,326.9,446.94,158.6,415.4,0.76,329.0,100830.0
1990-01-03 02:00:00+00:00,26.0,90.2,498.0,513.08,201.55,416.3,1.17,305.0,100890.0
1990-01-03 03:00:00+00:00,27.13,84.6,342.6,142.1,237.7,414.35,1.72,299.0,100870.0
1990-01-03 04:00:00+00:00,26.61,87.35,441.15,133.97,327.7,426.75,1.24,308.0,100830.0
1990-01-03 05:00:00+00:00,27.01,84.6,510.6,222.85,310.85,417.05,0.48,36.0,100740.0
1990-01-03 06:00:00+00:00,27.67,82.05,512.0,264.01,278.8,417.25,0.9,252.0,100590.0
1990-01-03 07:00:00+00:00,27.63,81.95,496.75,286.79,264.85,421.9,1.31,300.0,100530.0
1990-01-03 08:00:00+00:00,27.82,76.85,350.7,196.94,217.3,415.9,0.76,296.0,100490.0
1990-01-03 09:00:00+00:00,27.25,79.35,170.55,125.97,107.75,424.6,1.31,300.0,100480.0
1990-01-03 10:00:00+00:00,25.81,87.3,56.65,49.43,42.6,420.55,1.52,322.0,100530.0
1990-01-03 11:00:00+00:00,24.77,90.15,0.85,0.0,0.85,414.75,1.1,330.0,100600.0
1990-01-03 12:00:00+00:00,24.31,93.1,0.0,0.0,0.0,417.25,0.48,335.0,100690.0
1990-01-03 13:00:00+00:00,24.03,96.2,0.0,0.0,0.0,412.2,0.14,100.0,100770.0
1990-01-03 14:00:00+00:00,23.72,96.2,0.0,0.0,0.0,406.0,0.34,88.0,100840.0
1990-01-03 15:00:00+00:00,23.46,99.4,0.0,0.0,0.0,406.6,0.76,63.0,100870.0
1990-01-03 16:00:00+00:00,23.19,99.4,0.0,0.0,0.0,404.85,0.83,69.0,100820.0
1990-01-03 17:00:00+00:00,22.98,100.0,0.0,0.0,0.0,404.65,0.55,62.0,100830.0
1990-01-03 18:00:00+00:00,22.85,99.4,0.0,0.0,0.0,410.1,0.62,64.0,100740.0
1990-01-03 19:00:00+00:00,23.0,100.0,0.0,0.0,0.0,410.45,0.69,47.0,100690.0
1990-01-03 20:00:00+00:00,22.7,99.4,0.0,0.0,0.0,406.6,0.76,48.0,100600.0
1990-01-03 21:00:00+00:00,22.49,100.0,0.0,0.0,0.0,407.4,0.76,52.0,100580.0
1990-01-03 22:00:00+00:00,22.48,100.0,0.0,0.0,0.0,415.5,0.9,53.0,100600.0
1990-01-03 23:00:00+00:00,22.25,99.4,0.0,0.0,0.0,415.1,1.1,61.0,100650.0
1990-01-04 00:00:00+00:00,22.53,99.4,121.9,232.08,87.85,412.4,0.9,62.0,100700.0
1990-01-04 01:00:00+00:00,23.8,99.4,303.2,367.64,165.2,417.35,0.62,92.0,100800.0
1990-01-04 02:00:00+00:00,25.54,93.15,469.8,422.62,225.95,419.0,0.69,151.0,100820.0
1990-01-04 03:00:00+00:00,26.52,87.35,650.3,506.67,276.45,423.65,0.83,201.0,100800.0
1990-01-04 04:00:00+00:00,27.75,79.4,518.1,248.94,307.25,419.4,1.17,231.0,100760.0
1990-01-04 05:00:00+00:00,27.53,81.95,606.1,331.51,308.75,425.0,1.52,245.0,100680.0
1990-01-04 06:00:00+00:00,27.4,81.95,484.35,170.35,333.7,423.45,1.93,230.0,100520.0
1990-01-04 07:00:00+00:00,27.61,81.95,215.95,60.18,167.2,418.6,1.45,289.0,100500.0
1990-01-04 08:00:00+00:00,26.1,87.3,323.35,177.51,202.8,423.25,1.24,293.0,100420.0
1990-01-04 09:00:00+00:00,26.3,84.55,200.9,189.23,106.2,413.55,0.97,271.0,100420.0
1990-01-04 10:00:00+00:00,26.26,87.35,74.8,97.47,46.9,414.9,1.03,278.0,100490.0
1990-01-04 11:00:00+00:00,25.05,93.15,1.4,0.0,1.4,412.8,0.83,311.0,100580.0
1990-01-04 12:00:00+00:00,24.1,96.2,0.0,0.0,0.0,410.3,0.69,354.0,100670.0
1990-01-04 13:00:00+00:00,23.67,96.2,0.0,0.0,0.0,409.3,0.76,65.0,100750.0
1990-01-04 14:00:00+00:00,23.41,99.4,0.0,0.0,0.0,410.65,0.83,60.0,100790.0
1990-01-04 15:00:00+00:00,23.33,99.4,0.0,0.0,0.0,413.75,1.03,64.0,100830.0
1990-01-04 16:00:00+00:00,23.1,99.4,0.0,0.0,0.0,407.2,1.1,63.0,100790.0
1990-01-04 17:00:00+00:00,22.86,99.4,0.0,0.0,0.0,402.55,0.9,59.0,100750.0
1990-01-04 18:00:00+00:00,22.66,99.4,0.0,0.0,0.0,405.85,0.69,46.0,100720.0
1990-01-04 19:00:00+00:00,22.71,99.4,0.0,0.0,0.0,405.65,0.41,75.0,100660.0
1990-01-04 20:00:00+00:00,22.68,99.4,0.0,0.0,0.0,409.5,0.41,100.0,100580.0
1990-01-04 21:00:00+00:00,22.63,99.4,0.0,0.0,0.0,409.5,0.41,78.0,100540.0
1990-01-04 22:00:00+00:00,22.32,99.4,0.0,0.0,0.0,410.3,0.97,79.0,100560.0
1990-01-04 23:00:00+00:00,22.1,100.0,0.0,0.0,0.0,407.95,0.9,87.0,100610.0
1990-01-05 00:00:00+00:00,22.38,99.4,118.55,162.15,95.0,407.4,0.76,87.0,100670.0
1990-01-05 01:00:00+00:00,23.86,96.2,322.25,359.69,187.65,415.6,0.76,96.0,100760.0
1990-01-05 02:00:00+00:00,25.43,87.3,380.15,270.98,224.0,411.45,0.97,122.0,100790.0
1990-01-05 03:00:00+00:00,26.11,84.5,470.5,191.17,329.5,414.35,0.62,131.0,100740.0
1990-01-05 04:00:00+00:00,27.02,79.3,523.5,248.11,313.3,417.25,0.41,63.0,100690.0
1990-01-05 05:00:00+00:00,27.73,74.4,555.2,223.03,355.0,419.4,0.62,30.0,100600.0
1990-01-05 06:00:00+00:00,28.21,72.1,597.6,297.35,334.3,417.85,0.34,10.0,100500.0
1990-01-05 07:00:00+00:00,28.66,76.95,408.8,173.18,268.25,433.1,0.07,238.0,100360.0
1990-01-05 08:00:00+00:00,27.16,81.9,260.65,151.49,157.5,421.9,0.55,3.0,100320.0
1990-01-05 09:00:00+00:00,26.6,84.55,178.15,100.52,127.65,414.9,0.76,352.0,100320.0
1990-01-05 10:00:00+00:00,26.22,84.55,48.85,8.15,46.5,414.55,0.9,7.0,100340.0
1990-01-05 11:00:00+00:00,25.48,90.2,1.15,0.0,1.15,415.3,0.14,45.0,100450.0
1990-01-05 12:00:00+00:00,24.67,93.15,0.0,0.0,0.0,420.55,0.48,309.0,100530.0
1990-01-05 13:00:00+00:00,24.0,99.4,0.0,0.0,0.0,419.2,0.07,351.0,100600.0
1990-01-05 14:00:00+00:00,23.75,96.2,0.0,0.0,0.0,410.65,0.48,124.0,100670.0
1990-01-05 15:00:00+00:00,23.51,99.4,0.0,0.0,0.0,407.2,0.83,44.0,100680.0
1990-01-05 16:00:00+00:00,23.15,99.4,0.0,0.0,0.0,401.55,1.03,55.0,100640.0
1990-01-05 17:00:00+00:00,22.87,99.4,0.0,0.0,0.0,401.4,0.97,69.0,100600.0
1990-01-05 18:00:00+00:00,22.61,100.0,0.0,0.0,0.0,399.05,0.97,54.0,100540.0
1990-01-05 19:00:00+00:00,23.28,99.4,0.0,0.0,0.0,420.75,0.21,10.0,100500.0
1990-01-05 20:00:00+00:00,23.06,100.0,0.0,0.0,0.0,412.2,0.41,93.0,100480.0
1990-01-05 21:00:00+00:00,22.82,100.0,0.0,0.0,0.0,405.85,0.62,94.0,100480.0
1990-01-05 22:00:00+00:00,22.71,99.4,0.0,0.0,0.0,410.65,0.69,73.0,100490.0
1990-01-05 23:00:00+00:00,22.57,100.0,0.0,0.0,0.0,407.95,0.62,53.0,100550.0
1990-01-06 00:00:00+00:00,22.95,99.4,139.9,343.54,90.5,410.45,0.55,75.0,100590.0
1990-01-06 01:00:00+00:00,24.19,93.1,368.75,593.01,147.5,406.9,0.76,86.0,100660.0
1990-01-06 02:00:00+00:00,25.72,84.5,542.6,700.13,139.65,406.2,0.76,106.0,100680.0
1990-01-06 03:00:00+00:00,27.11,79.3,599.0,534.29,205.05,405.05,0.55,107.0,100660.0
1990-01-06 04:00:00+00:00,28.17,72.0,699.05,487.76,285.7,420.9,0.34,105.0,100630.0
1990-01-06 05:00:00+00:00,28.73,69.85,772.8,616.88,218.6,426.35,0.21,223.0,100560.0
1990-01-06 06:00:00+00:00,29.13,74.55,710.45,550.88,222.0,417.85,1.17,241.0,100490.0
1990-01-06 07:00:00+00:00,29.41,67.7,612.0,514.57,193.6,420.9,0.55,213.0,100330.0
1990-01-06 08:00:00+00:00,28.41,72.1,383.15,254.36,209.5,411.45,1.93,230.0,100310.0
1990-01-06 09:00:00+00:00,26.29,81.85,136.85,64.54,104.3,417.05,1.79,218.0,100290.0
1990-01-06 10:00:00+00:00,25.75,84.5,40.6,2.93,39.75,415.5,0.9,80.0,100400.0
1990-01-06 11:00:00+00:00,25.21,90.2,1.5,0.0,1.5,413.4,0.07,206.0,100520.0
1990-01-06 12:00:00+00:00,24.47,96.2,0.0,0.0,0.0,405.85,0.62,205.0,100620.0
1990-01-06 13:00:00+00:00,24.02,99.4,0.0,0.0,0.0,412.2,0.55,109.0,100680.0
1990-01-06 14:00:00+00:00,23.71,96.2,0.0,0.0,0.0,410.1,1.45,63.0,100740.0
1990-01-06 15:00:00+00:00,23.64,96.2,0.0,0.0,0.0,411.25,1.52,54.0,100740.0
1990-01-06 16:00:00+00:00,23.5,99.4,0.0,0.0,0.0,407.75,1.45,57.0,100700.0
1990-01-06 17:00:00+00:00,23.39,96.2,0.0,0.0,0.0,408.35,1.1,54.0,100680.0
1990-01-06 18:00:00+00:00,22.93,99.4,0.0,0.0,0.0,396.55,1.24,44.0,100660.0
1990-01-06 19:00:00+00:00,22.98,100.0,0.0,0.0,0.0,400.6,1.1,14.0,100580.0
1990-01-06 20:00:00+00:00,22.98,100.0,0.0,0.0,0.0,411.65,0.9,10.0,100560.0
1990-01-06 21:00:00+00:00,22.94,100.0,0.0,0.0,0.0,415.9,0.83,10.0,100550.0
1990-01-06 22:00:00+00:00,22.76,99.4,0.0,0.0,0.0,410.85,0.9,19.0,100570.0
1990-01-06 23:00:00+00:00,22.6,100.0,0.0,0.0,0.0,411.45,0.69,18.0,100590.0
1990-01-07 00:00:00+00:00,22.72,99.4,129.05,453.33,64.5,405.25,0.62,15.0,100650.0
1990-01-07 01:00:00+00:00,23.81,96.2,268.5,290.7,160.35,415.05,0.69,10.0,100710.0
1990-01-07 02:00:00+00:00,24.86,93.15,385.15,193.78,273.75,416.1,0.55,354.0,100770.0
1990-01-07 03:00:00+00:00,25.8,90.2,581.35,444.82,253.45,424.2,0.34,329.0,100740.0
1990-01-07 04:00:00+00:00,26.88,84.6,648.9,459.5,259.35,417.05,0.48,258.0,100720.0
1990-01-07 05:00:00+00:00,27.85,79.4,555.9,293.55,291.95,419.95,0.83,255.0,100620.0
1990-01-07 06:00:00+00:00,28.07,79.4,567.5,331.18,273.45,433.9,1.72,249.0,100530.0
1990-01-07 07:00:00+00:00,27.38,79.35,344.2,146.13,225.15,420.9,1.72,244.0,100420.0
1990-01-07 08:00:00+00:00,27.06,81.9,363.3,175.82,242.95,424.2,1.79,273.0,100400.0
1990-01-07 09:00:00+00:00,26.36,84.55,186.3,124.83,123.1,410.3,1.45,300.0,100400.0
1990-01-07 10:00:00+00:00,25.96,87.3,74.5,73.59,53.0,415.9,1.24,305.0,100380.0
1990-01-07 11:00:00+00:00,25.2,90.2,2.0,0.0,2.0,411.25,1.17,317.0,100470.0
1990-01-07 12:00:00+00:00,24.26,93.1,0.0,0.0,0.0,404.3,1.24,333.0,100570.0
1990-01-07 13:00:00+00:00,24.05,96.2,0.0,0.0,0.0,410.45,1.03,6.0,100660.0
1990-01-07 14:00:00+00:00,23.73,96.2,0.0,0.0,0.0,407.2,1.17,26.0,100720.0
1990-01-07 15:00:00+00:00,23.44,99.4,0.0,0.0,0.0,402.75,1.03,35.0,100740.0
1990-01-07 16:00:00+00:00,23.16,99.4,0.0,0.0,0.0,403.5,0.83,45.0,100760.0
1990-01-07 17:00:00+00:00,22.99,99.4,0.0,0.0,0.0,407.95,0.83,61.0,100730.0
1990-01-07 18:00:00+00:00,22.85,99.4,0.0,0.0,0.0,409.5,0.83,76.0,100660.0
1990-01-07 19:00:00+00:00,23.21,96.2,0.0,0.0,0.0,408.35,0.55,340.0,100620.0
1990-01-07 20:00:00+00:00,22.85,99.4,0.0,0.0,0.0,408.15,0.62,355.0,100590.0
1990-01-07 21:00:00+00:00,22.85,99.4,0.0,0.0,0.0,415.1,0.41,29.0,100590.0
1990-01-07 22:00:00+00:00,22.64,99.4,0.0,0.0,0.0,407.2,0.48,49.0,100610.0
1990-01-07 23:00:00+00:00,22.45,100.0,0.0,0.0,0.0,403.3,0.76,63.0,100640.0
1990-01-08 00:00:00+00:00,22.63,99.4,152.25,495.67,82.35,397.9,0.62,67.0,100670.0
1990-01-08 01:00:00+00:00,24.28,96.2,339.3,384.63,196.6,400.7,0.34,73.0,100760.0
1990-01-08 02:00:00+00:00,25.45,90.2,556.65,608.83,207.0,406.0,0.28,318.0,100800.0
1990-01-08 03:00:00+00:00,26.83,79.3,746.95,726.43,211.55,406.8,0.97,309.0,100780.0
1990-01-08 04:00:00+00:00,27.92,74.4,851.65,807.43,166.85,402.9,1.1,313.0,100720.0
1990-01-08 05:00:00+00:00,28.73,67.6,848.85,741.38,181.6,404.1,1.03,335.0,100650.0
1990-01-08 06:00:00+00:00,29.28,63.4,629.5,346.51,321.4,410.85,1.03,339.0,100540.0
1990-01-08 07:00:00+00:00,29.73,61.45,507.75,253.65,300.7,417.65,1.79,29.0,100390.0
1990-01-08 08:00:00+00:00,29.69,61.35,457.4,334.0,228.15,414.15,1.66,20.0,100300.0
1990-01-08 09:00:00+00:00,29.7,59.45,242.4,199.4,141.05,408.55,1.66,12.0,100280.0
1990-01-08 10:00:00+00:00,29.07,67.6,88.95,99.79,59.6,410.45,0.97,355.0,100280.0
1990-01-08 11:00:00+00:00,28.04,76.85,2.3,0.0,2.3,406.8,0.83,344.0,100320.0
1990-01-08 12:00:00+00:00,27.08,79.3,0.0,0.0,0.0,404.85,0.48,309.0,100420.0
1990-01-08 13:00:00+00:00,26.31,84.55,0.0,0.0,0.0,407.55,0.48,8.0,100540.0
1990-01-08 14:00:00+00:00,25.2,90.2,0.0,0.0,0.0,401.95,0.97,50.0,100630.0
1990-01-08 15:00:00+00:00,24.34,93.1,0.0,0.0,0.0,398.1,1.1,50.0,100650.0
1990-01-08 16:00:00+00:00,23.86,96.2,0.0,0.0,0.0,401.2,0.97,87.0,100680.0
1990-01-08 17:00:00+00:00,23.55,96.2,0.0,0.0,0.0,397.3,0.62,112.0,100670.0
1990-01-08 18:00:00+00:00,23.26,96.2,0.0,0.0,0.0,393.85,0.62,87.0,100640.0
1990-01-08 19:00:00+00:00,23.25,96.2,0.0,0.0,0.0,395.95,0.62,92.0,100560.0
1990-01-08 20:00:00+00:00,22.86,99.4,0.0,0.0,0.0,397.9,0.55,106.0,100520.0
1990-01-08 21:00:00+00:00,22.78,99.4,0.0,0.0,0.0,403.5,0.55,152.0,100540.0
1990-01-08 22:00:00+00:00,22.58,100.0,0.0,0.0,0.0,402.35,0.62,82.0,100550.0
1990-01-08 23:00:00+00:00,22.34,99.4,0.0,0.0,0.0,398.85,0.76,76.0,100580.0
1990-01-09 00:00:00+00:00,22.63,99.4,160.3,505.04,89.75,397.7,0.69,82.0,100630.0
1990-01-09 01:00:00+00:00,24.31,93.1,325.45,501.04,140.05,404.6,0.69,94.0,100700.0
1990-01-09 02:00:00+00:00,25.55,87.3,520.05,524.36,219.2,410.1,0.55,85.0,100730.0
1990-01-09 03:00:00+00:00,26.74,81.9,590.7,461.35,250.7,406.6,0.48,92.0,100740.0
1990-01-09 04:00:00+00:00,27.75,74.4,618.2,439.16,245.55,416.85,0.28,63.0,100670.0
1990-01-09 05:00:00+00:00,28.39,72.1,490.0,208.29,302.35,419.95,0.41,6.0,100620.0
1990-01-09 06:00:00+00:00,27.23,76.8,460.95,256.11,232.9,433.5,0.07,245.0,100460.0
1990-01-09 07:00:00+00:00,27.34,76.8,385.8,153.74,260.05,422.45,1.24,218.0,100380.0
1990-01-09 08:00:00+00:00,25.9,87.3,247.9,64.58,203.45,420.35,1.52,219.0,100360.0
1990-01-09 09:00:00+00:00,25.88,84.5,85.75,8.33,81.5,415.7,0.55,277.0,100420.0
1990-01-09 10:00:00+00:00,25.27,87.3,35.4,0.0,35.4,420.55,0.21,2.0,100470.0
1990-01-09 11:00:00+00:00,24.64,96.2,1.5,0.0,1.5,420.75,0.41,321.0,100520.0
1990-01-09 12:00:00+00:00,24.05,99.4,0.0,0.0,0.0,417.25,0.07,44.0,100650.0
1990-01-09 13:00:00+00:00,23.56,99.4,0.0,0.0,0.0,407.55,0.83,79.0,100710.0
1990-01-09 14:00:00+00:00,23.46,99.4,0.0,0.0,0.0,415.9,0.9,89.0,100790.0
1990-01-09 15:00:00+00:00,23.29,99.4,0.0,0.0,0.0,413.2,0.97,93.0,100830.0
1990-01-09 16:00:00+00:00,23.01,99.4,0.0,0.0,0.0,404.45,1.17,88.0,100830.0
1990-01-09 17:00:00+00:00,22.93,99.4,0.0,0.0,0.0,411.25,1.24,72.0,100790.0
1990-01-09 18:00:00+00:00,22.86,99.4,0.0,0.0,0.0,413.4,1.17,54.0,100710.0
1990-01-09 19:00:00+00:00,23.36,99.4,0.0,0.0,0.0,423.85,0.55,18.0,100630.0
1990-01-09 20:00:00+00:00,23.3,99.4,0.0,0.0,0.0,420.55,0.41,19.0,100550.0
1990-01-09 21:00:00+00:00,23.38,99.4,0.0,0.0,0.0,422.85,0.62,93.0,100530.0
1990-01-09 22:00:00+00:00,23.29,99.4,0.0,0.0,0.0,416.65,1.03,102.0,100520.0
1990-01-09 23:00:00+00:00,23.3,99.4,0.0,0.0,0.0,418.4,1.1,75.0,100540.0
1990-01-10 00:00:00+00:00,23.36,99.4,138.15,407.87,81.7,408.35,0.9,61.0,100620.0
1990-01-10 01:00:00+00:00,24.43,93.1,276.1,340.69,150.35,409.05,0.69,57.0,100700.0
1990-01-10 02:00:00+00:00,25.46,87.3,471.6,502.31,183.65,414.35,0.62,37.0,100770.0
1990-01-10 03:00:00+00:00,26.57,81.85,624.45,610.7,174.4,413.95,0.69,2.0,100780.0
1990-01-10 04:00:00+00:00,27.43,81.95,696.45,512.77,261.1,415.3,0.62,328.0,100760.0
1990-01-10 05:00:00+00:00,28.54,74.5,522.95,331.94,223.6,419.0,0.76,303.0,100670.0
1990-01-10 06:00:00+00:00,26.88,81.9,367.2,122.39,258.05,429.45,1.03,276.0,100660.0
1990-01-10 07:00:00+00:00,26.19,79.2,294.45,39.72,261.9,424.2,1.86,317.0,100520.0
1990-01-10 08:00:00+00:00,25.67,84.5,120.05,0.0,120.05,419.4,1.72,304.0,100480.0
1990-01-10 09:00:00+00:00,25.18,87.3,103.2,13.67,96.2,419.55,1.31,306.0,100490.0
1990-01-10 10:00:00+00:00,25.17,87.3,35.05,1.34,34.65,416.1,1.38,306.0,100560.0
1990-01-10 11:00:00+00:00,24.71,93.15,1.0,0.0,1.0,413.0,0.9,323.0,100640.0
1990-01-10 12:00:00+00:00,24.31,96.2,0.0,0.0,0.0,419.4,1.1,357.0,100670.0
1990-01-10 13:00:00+00:00,24.02,96.2,0.0,0.0,0.0,419.2,1.59,358.0,100710.0
1990-01-10 14:00:00+00:00,23.92,96.2,0.0,0.0,0.0,419.0,1.45,8.0,100810.0
1990-01-10 15:00:00+00:00,23.83,96.2,0.0,0.0,0.0,421.7,1.24,3.0,100840.0
1990-01-10 16:00:00+00:00,23.69,96.2,0.0,0.0,0.0,419.95,0.97,14.0,100860.0
1990-01-10 17:00:00+00:00,23.56,99.4,0.0,0.0,0.0,420.9,1.17,19.0,100850.0
1990-01-10 18:00:00+00:00,23.43,99.4,0.0,0.0,0.0,419.75,1.24,22.0,100780.0
1990-01-10 19:00:00+00:00,23.2,96.2,0.0,0.0,0.0,410.65,1.31,344.0,100660.0
1990-01-10 20:00:00+00:00,23.04,99.4,0.0,0.0,0.0,407.75,1.24,340.0,100640.0
1990-01-10 21:00:00+00:00,22.92,99.4,0.0,0.0,0.0,409.1,1.31,0.0,100610.0
1990-01-10 22:00:00+00:00,22.76,99.4,0.0,0.0,0.0,406.4,1.1,13.0,100650.0
1990-01-10 23:00:00+00:00,22.49,99.4,0.0,0.0,0.0,402.55,0.9,42.0,100720.0
1990-01-11 00:00:00+00:00,22.55,99.4,92.3,42.65,86.45,405.45,0.97,46.0,100760.0
1990-01-11 01:00:00+00:00,23.74,96.2,201.95,64.77,178.1,405.35,0.83,34.0,100830.0
1990-01-11 02:00:00+00:00,24.85,90.15,342.45,94.1,288.55,406.4,1.03,16.0,100870.0
1990-01-11 03:00:00+00:00,25.8,84.5,418.2,130.6,321.95,409.5,1.1,15.0,100840.0
1990-01-11 04:00:00+00:00,26.5,81.85,452.05,115.47,353.95,413.95,1.24,3.0,100820.0
1990-01-11 05:00:00+00:00,27.09,79.3,444.8,65.13,386.0,419.0,1.72,350.0,100770.0
1990-01-11 06:00:00+00:00,27.3,76.8,584.45,236.57,373.15,424.8,2.21,340.0,100660.0
1990-01-11 07:00:00+00:00,28.56,69.75,510.25,240.17,313.0,424.0,2.48,336.0,100530.0
1990-01-11 08:00:00+00:00,28.73,67.6,319.55,157.0,210.9,425.0,2.21,330.0,100430.0
1990-01-11 09:00:00+00:00,28.56,69.75,207.65,133.4,139.05,422.85,2.14,329.0,100390.0
1990-01-11 10:00:00+00:00,27.94,74.4,65.15,55.0,48.65,415.7,1.52,331.0,100450.0
1990-01-11 11:00:00+00:00,27.01,81.9,1.9,0.0,1.9,418.2,1.03,5.0,100560.0
1990-01-11 12:00:00+00:00,26.15,90.2,0.0,0.0,0.0,416.65,0.69,22.0,100680.0
1990-01-11 13:00:00+00:00,25.47,90.2,0.0,0.0,0.0,418.4,1.17,44.0,100740.0
1990-01-11 14:00:00+00:00,24.87,93.15,0.0,0.0,0.0,413.95,1.31,33.0,100830.0
1990-01-11 15:00:00+00:00,24.43,96.2,0.0,0.0,0.0,411.45,1.24,38.0,100840.0
1990-01-11 16:00:00+00:00,23.96,96.2,0.0,0.0,0.0,407.95,0.97,41.0,100840.0
1990-01-11 17:00:00+00:00,23.6,99.4,0.0,0.0,0.0,406.6,1.1,51.0,100820.0
